Word	Bigram	Conc.M	Conc.SD	Unknown	Total	Percent_known	SUBTLEX
markdown	0	2.82	1.31	0	28	1.00	0
marked	0	3.88	1.31	0	26	1.00	547
markedly	0	1.62	0.78	1	30	0.97	3
marker	0	4.62	0.8	0	26	1.00	267
market	0	4.7	0.61	0	27	1.00	1848
marketability	0	1.66	0.94	0	29	1.00	3
marketable	0	2.16	1.18	0	25	1.00	14
marketeer	0	3.71	1.23	3	27	0.89	2
marketer	0	3.46	1.72	1	25	0.96	1
marketing	0	2.33	1.11	0	27	1.00	243
marketplace	0	4.28	1.16	0	29	1.00	83
marketwise	0	1.89	0.96	1	29	0.97	0
marking	0	3.79	1.15	0	29	1.00	82
marksman	0	4.12	1.14	0	26	1.00	74
marksmanship	0	3.15	1.46	0	26	1.00	23
markswoman	0	4.52	0.82	2	27	0.93	0
markup	0	2.7	1.18	2	25	0.92	8
marlin	0	4.56	1.09	1	28	0.96	85
marmalade	0	4.83	0.47	0	29	1.00	52
marmot	0	4.33	1.2	4	28	0.86	3
maroon	0	3.84	1.21	0	31	1.00	61
marooned	0	2.44	1.33	2	27	0.93	31
marriage	0	2.51	1.2	2	6067	1.00	3930
marriageable	0	2.23	1.18	3	29	0.90	9
married	0	2.82	1.36	0	28	1.00	12163
marrow	0	4.48	0.96	0	25	1.00	151
marrowbone	0	3.92	1.35	3	28	0.89	0
marry	0	3.03	1.5	0	30	1.00	5322
marrying	0	2.59	1.43	0	29	1.00	812
mars	0	4.48	0.95	1	30	0.97	535
marsh	0	4.85	0.36	1	28	0.96	179
marshal	0	4.41	0.8	0	27	1.00	900
marshland	0	4.28	1.14	2	27	0.93	5
marshmallow	0	4.85	0.46	1	28	0.96	77
marshy	0	3.55	1.24	1	30	0.97	3
marsupial	0	4.55	1.01	1	23	0.96	2
martial	0	2.43	1.26	0	28	1.00	296
martin	0	3.48	1.71	3	28	0.89	2170
martini	0	4.83	0.38	0	30	1.00	405
martyr	0	3.07	1.36	0	29	1.00	132
martyrdom	0	1.64	1.08	3	28	0.89	16
marvel	0	2.12	1.24	1	27	0.96	99
marvelous	0	2.04	1.26	0	28	1.00	671
marvelously	0	1.55	0.83	0	29	1.00	10
marxism	0	1.48	0.75	1	28	0.96	7
marxist	0	2.04	1.49	4	27	0.85	21
mascara	0	4.93	0.26	0	28	1.00	64
mascot	0	4.2	1.13	0	30	1.00	84
masculine	0	2.21	1.35	0	29	1.00	125
masculinity	0	2.67	1.3	0	30	1.00	25
mash	0	3.78	1.4	0	27	1.00	224
mashed	0	4	1.15	1	29	0.97	188
masher	0	3.89	1.34	3	31	0.90	12
mashing	0	3.56	1.53	0	25	1.00	12
mask	0	4.96	0.19	0	27	1.00	1010
masked	0	3.81	1.52	0	27	1.00	120
masklike	0	2.37	1.28	2	29	0.93	0
masochism	0	2.69	1.41	2	28	0.93	6
masochist	0	2.73	1.4	1	27	0.96	32
masochistic	0	2	1.13	3	29	0.90	12
mason	0	4.2	1.12	2	27	0.93	709
masonic	0	2.22	1.15	2	29	0.93	10
masonry	0	3.82	1.28	0	28	1.00	5
masque	0	3.88	1.68	4	28	0.86	8
masquerade	0	3.35	1.35	1	27	0.96	82
masquerader	0	3.93	1.31	0	29	1.00	1
mass	0	3.44	1.6	1	28	0.96	880
massacre	0	4	1.08	0	30	1.00	202
massage	0	4.18	0.94	0	28	1.00	565
massager	0	4.6	0.76	0	25	1.00	16
masses	0	3.14	1.41	0	29	1.00	138
masseur	0	4.39	1.34	2	30	0.93	20
masseuse	0	4.56	0.93	2	29	0.93	72
massive	0	3.21	1.32	0	28	1.00	508
massively	0	1.67	0.92	0	27	1.00	11
massiveness	0	2.89	1.48	0	27	1.00	0
mast	0	4.92	0.27	1	27	0.96	83
mastectomy	0	4.09	1.31	3	26	0.88	12
master	0	2.63	1.31	0	27	1.00	4450
mastercard	0	4.25	1.21	2	30	0.93	0
masterful	0	1.93	1	0	29	1.00	20
masterfully	0	2.3	1.38	0	27	1.00	4
masterfulness	0	2.07	1.21	3	30	0.90	0
masterly	0	1.82	0.94	3	31	0.90	3
mastermind	0	3	1.64	0	27	1.00	69
masterpiece	0	3.11	1.45	0	28	1.00	180
mastership	0	2.36	1.15	2	27	0.93	1
masterwork	0	3.07	1.28	0	29	1.00	2
mastery	0	2.69	1.14	0	29	1.00	29
masticate	0	3.38	1.47	2	26	0.92	0
mastiff	0	4.69	0.88	2	28	0.93	6
masturbate	0	4.18	1.12	0	28	1.00	62
masturbation	0	4.03	1.21	0	29	1.00	87
masturbator	0	4.04	1.34	0	27	1.00	10
masturbatory	0	2.65	1.41	2	28	0.93	7
mat	0	4.83	0.76	0	29	1.00	178
matador	0	4.33	1.18	1	28	0.96	40
match	0	4.14	1.18	0	28	1.00	2521
matchboard	0	4.67	0.87	3	27	0.89	0
matchbook	0	4.8	0.76	0	30	1.00	51
matchbox	0	4.78	0.8	0	27	1.00	19
matcher	0	2.76	1.56	1	26	0.96	0
matching	0	2.82	1.42	0	28	1.00	230
matchless	0	2.21	1.07	1	29	0.97	7
matchlessly	0	1.39	0.89	4	27	0.85	0
matchlessness	0	1.96	0.79	4	29	0.86	0
matchmaker	0	3.12	1.33	0	24	1.00	41
matchmaking	0	2.37	1.13	0	30	1.00	15
matchstick	0	4.96	0.2	0	25	1.00	1
matchwood	0	4.15	1.16	4	30	0.87	1
mate	0	4.34	1.01	0	29	1.00	1491
material	0	4.26	1.23	0	27	1.00	1129
materialism	0	1.7	0.92	1	31	0.97	20
materialist	0	2.37	1.45	2	29	0.93	2
materialistic	0	2.41	1.27	0	29	1.00	23
materialistically	0	1.77	1.14	0	26	1.00	1
materiality	0	2.12	1.33	4	29	0.86	4
materialization	0	1.62	1.05	1	30	0.97	2
materialize	0	2.46	1.43	1	29	0.97	25
materially	0	2.28	1.34	2	27	0.93	5
maternal	0	2.42	1.28	0	24	1.00	75
maternally	0	2.62	1.24	0	26	1.00	0
maternity	0	2.76	1.21	0	29	1.00	125
math	0	3.15	1.59	0	26	1.00	836
mathematic	0	2.89	1.31	1	29	0.97	18
mathematical	0	2.9	1.5	0	29	1.00	81
mathematically	0	2.46	1.48	0	28	1.00	15
mathematician	0	4.38	1.15	0	29	1.00	49
mathematics	0	2.52	1.42	0	27	1.00	156
matinee	0	3.78	1.4	1	28	0.96	58
mating	0	3.53	1.31	0	30	1.00	194
matriarch	0	3.93	1.38	1	28	0.96	15
matriarchal	0	2.48	1.48	1	28	0.96	1
matriarchs	0	3.44	1.66	1	26	0.96	4
matriarchy	0	2.63	1.36	0	27	1.00	1
matriculation	0	2.16	1.37	3	28	0.89	1
matrimonial	0	2.54	1.29	0	28	1.00	15
matrimonially	0	2.38	1.17	3	27	0.89	0
matrimony	0	2.11	1.45	0	28	1.00	136
matrix	0	3.11	1.31	0	27	1.00	194
matron	0	3.93	1.1	1	30	0.97	40
matronly	0	2.26	1.32	4	27	0.85	1
matte	0	3.25	1.43	2	30	0.93	14
matted	0	3.46	1.07	2	30	0.93	5
matter	0	3.54	1.45	0	28	1.00	18900
matting	0	4.12	0.85	4	28	0.86	1
mattress	0	5	0	0	29	1.00	337
maturation	0	2.26	1.2	1	28	0.96	3
mature	0	1.86	1.16	0	29	1.00	419
maturely	0	2	1.09	0	28	1.00	5
maturing	0	1.9	0.98	0	29	1.00	10
maturity	0	1.81	1.05	0	31	1.00	102
maul	0	4.04	0.98	2	29	0.93	16
mauler	0	2.96	1.51	3	29	0.90	6
mauling	0	3.25	1.32	0	28	1.00	15
mausoleum	0	4.23	1.07	3	25	0.88	43
mauve	0	4	1.41	1	25	0.96	27
maverick	0	2.96	1.37	0	28	1.00	134
max	0	2.18	1.25	1	29	0.97	3620
maxim	0	2.46	1.56	2	28	0.93	65
maximal	0	2.26	1.18	4	27	0.85	2
maximization	0	1.7	1.09	1	31	0.97	1
maximize	0	1.79	0.82	0	29	1.00	45
maximum	0	2.54	1.53	0	28	1.00	396
may	0	3	1.45	0	22	1.00	26080
maybe	0	1.52	0.98	0	27	1.00	47249
mayday	0	2.74	1.38	2	29	0.93	300
mayflower	0	4.36	1.1	0	28	1.00	76
mayhem	0	2.24	1.33	0	29	1.00	109
mayo	0	4.96	0.2	2	27	0.93	166
mayonnaise	0	4.9	0.4	0	30	1.00	115
mayor	0	4.37	1.08	0	27	1.00	1595
mayoral	0	2.27	1.46	1	27	0.96	9
maypole	0	4.54	1.14	4	28	0.86	14
maze	0	4.45	0.95	0	29	1.00	130
me	0	4.33	1.06	0	30	1.00	471339
mead	0	4.22	1.37	1	28	0.96	53
meadow	0	4.86	0.58	0	29	1.00	116
meadowland	0	4.15	1.19	2	28	0.93	0
meadowlark	0	4.35	1.29	2	28	0.93	13
meager	0	2.08	1.23	0	26	1.00	32
meagerly	0	2.1	1.18	0	29	1.00	0
meagerness	0	1.93	1.05	0	28	1.00	0
meal	0	4.62	0.73	0	29	1.00	1472
mealtime	0	3.5	1.33	0	26	1.00	9
mealworm	0	4.57	0.95	1	24	0.96	0
mean	0	2.5	1.48	0	28	1.00	63443
meander	0	2.52	1.4	3	30	0.90	3
meanderer	0	2.89	1.47	1	29	0.97	0
meanderingly	0	2.22	1.09	3	30	0.90	0
meaner	0	2.08	1.44	2	28	0.93	60
meanie	0	2.43	1.34	4	27	0.85	21
meaning	0	1.85	1.23	0	27	1.00	1904
meaningful	0	1.62	1.06	0	26	1.00	176
meaningfully	0	1.83	1.18	0	30	1.00	7
meaningfulness	0	1.5	0.66	1	25	0.96	1
meaningless	0	1.86	0.93	0	28	1.00	248
meaninglessly	0	2.14	1.38	0	28	1.00	0
meaninglessness	0	1.79	1.2	0	28	1.00	5
meanly	0	1.93	1.01	0	30	1.00	3
meanness	0	2.21	1.21	1	30	0.97	26
means	0	1.93	1.27	0	28	1.00	11136
meant	0	1.5	0.86	0	26	1.00	5316
meantime	0	1.87	1.22	0	30	1.00	769
meanwhile	0	1.27	0.6	1	27	0.96	812
measles	0	4.69	0.6	0	29	1.00	107
measly	0	2	1.13	1	27	0.96	63
measurability	0	2.56	1.58	0	27	1.00	0
measurable	0	2.93	1.36	1	28	0.96	6
measurably	0	2.56	1.34	0	27	1.00	1
measure	0	3.59	1.18	0	29	1.00	537
measured	0	3.4	1.33	0	30	1.00	144
measureless	0	1.63	0.97	0	27	1.00	0
measurement	0	3.26	1.35	0	27	1.00	27
measurer	0	4.1	1.23	0	29	1.00	1
measuring	0	3.52	1.34	0	27	1.00	126
meat	0	4.9	0.3	0	31	1.00	2226
meatball	0	4.93	0.25	0	30	1.00	132
meathead	0	2.97	1.45	0	30	1.00	30
meatiness	0	2.68	1.47	1	29	0.97	0
meatless	0	3.85	1.23	0	27	1.00	8
meatloaf	0	5	0	0	28	1.00	119
meatpacking	0	4	0.9	0	28	1.00	12
meaty	0	3.46	1.26	0	28	1.00	18
mechanic	0	4.38	1.29	0	29	1.00	258
mechanical	0	3.17	1.28	0	29	1.00	250
mechanically	0	2.64	1.03	0	28	1.00	10
mechanics	0	3.59	1.39	0	27	1.00	123
mechanism	0	3.67	1.07	0	27	1.00	190
mechanist	0	3.8	1.22	4	29	0.86	0
mechanization	0	2.92	1.38	3	27	0.89	1
mechanize	0	2.96	1.26	4	27	0.85	0
medal	0	4.89	0.42	1	29	0.97	590
medalist	0	4.33	1.09	0	30	1.00	4
medallion	0	4.68	0.72	0	28	1.00	68
meddle	0	2.43	1.22	0	30	1.00	63
meddler	0	3.16	1.31	3	28	0.89	15
meddlesome	0	1.79	0.88	0	24	1.00	18
meddlesomeness	0	1.86	1.18	0	28	1.00	0
meddling	0	2.1	1.06	0	30	1.00	69
media	0	3.57	1.19	0	30	1.00	1137
medially	0	2.08	1.19	4	29	0.86	4
median	0	4	1.1	0	29	1.00	20
mediate	0	2.54	1.17	0	28	1.00	14
mediating	0	2.37	1.25	0	30	1.00	3
mediation	0	2.6	1.54	0	30	1.00	24
mediator	0	3.26	1.26	0	27	1.00	15
medic	0	4.43	0.94	0	30	1.00	291
medical	0	3.07	1.33	0	27	1.00	2774
medically	0	2.14	1.13	0	29	1.00	75
medicare	0	3.34	1.63	0	29	1.00	35
medicate	0	3.04	1.34	0	27	1.00	22
medication	0	4.53	1.07	0	30	1.00	652
medicinal	0	2.1	0.99	0	30	1.00	31
medicinally	0	2.15	0.97	2	28	0.93	0
medicine	0	4.79	0.5	0	28	1.00	1744
medics	0	4.47	0.94	0	30	1.00	66
medieval	0	2.46	1.36	1	27	0.96	151
medievalism	0	2.11	1.48	2	29	0.93	1
medievalist	0	3.32	1.19	2	30	0.93	0
mediocre	0	1.62	0.86	0	29	1.00	71
mediocrity	0	1.33	0.68	1	28	0.96	36
meditate	0	3.25	1.24	0	28	1.00	52
meditating	0	3.59	1.18	0	29	1.00	34
meditation	0	2.85	1.46	0	26	1.00	84
meditative	0	1.75	0.89	0	28	1.00	11
meditatively	0	1.62	0.75	2	28	0.93	0
mediterranean	0	3.2	1.47	0	25	1.00	121
medium	0	3	1.41	0	28	1.00	362
medley	0	2.93	1.18	1	29	0.97	32
medulla	0	3.38	1.65	2	28	0.93	16
medusa	0	3.89	1.4	2	30	0.93	53
meek	0	2.22	1.34	1	28	0.96	88
meekly	0	1.78	0.93	0	27	1.00	6
meekness	0	1.68	1.02	1	29	0.97	5
meerkat	0	5	0	1	28	0.96	11
meet	0	3	1.39	0	28	1.00	17966
meeting	0	3.31	1.26	0	29	1.00	6752
meetinghouse	0	4.58	0.76	1	27	0.96	1
mega	0	2.07	1.28	0	29	1.00	40
megabit	0	4	1.22	3	28	0.89	0
megabits	0	2.97	1.5	1	30	0.97	2
megabyte	0	3.07	1.55	0	30	1.00	2
megacity	0	3.88	1.26	4	28	0.86	0
megahertz	0	2.88	1.64	2	27	0.93	8
megalomaniac	0	2.35	1.26	1	27	0.96	16
megalomaniacal	0	1.96	1.02	4	27	0.85	4
megaphone	0	4.76	0.58	0	29	1.00	15
megapixel	0	3.3	1.49	0	30	1.00	0
megastar	0	3.64	1.22	0	28	1.00	4
megastore	0	3.86	1.32	0	22	1.00	0
megaton	0	3.17	1.63	4	28	0.86	6
megawatt	0	2.7	1.49	1	28	0.96	2
melancholia	0	2.27	1.43	3	29	0.90	7
melancholic	0	1.89	1.03	1	29	0.97	5
melancholy	0	2	1.12	0	28	1.00	111
melanin	0	3.82	1.33	2	30	0.93	4
melanoma	0	4.1	1.09	0	30	1.00	19
melatonin	0	4	1.18	1	28	0.96	4
meld	0	2.86	1.48	2	30	0.93	12
melee	0	3.22	1.25	3	30	0.90	14
mellow	0	1.96	1	0	26	1.00	153
mellowness	0	2.35	1.19	1	24	0.96	0
melodic	0	2.26	1.29	1	28	0.96	10
melodically	0	2.81	1.24	2	29	0.93	2
melodiously	0	2.21	1.34	2	30	0.93	0
melodiousness	0	2.36	1.22	1	29	0.97	0
melodrama	0	2.14	1.3	0	29	1.00	35
melodramatic	0	2.08	0.91	2	27	0.93	62
melodramatically	0	1.9	1.05	0	29	1.00	0
melodramatics	0	2.28	0.92	0	29	1.00	0
melody	0	3.71	1.33	0	28	1.00	337
melon	0	4.78	0.58	0	27	1.00	218
melt	0	3.96	1.07	0	28	1.00	373
meltdown	0	3.17	1.3	0	23	1.00	103
melted	0	3.66	1.2	0	29	1.00	201
melting	0	3.83	1.2	0	29	1.00	168
meltingly	0	3.09	1.5	3	26	0.88	0
member	0	3.07	1.25	0	29	1.00	1468
membership	0	3.04	1.5	1	29	0.97	165
membrane	0	3.97	1.11	0	31	1.00	57
membranous	0	3.29	1	4	28	0.86	1
meme	0	2.92	1.61	2	27	0.93	0
memento	0	3.35	1.27	2	25	0.92	65
memo	0	4.25	1.24	0	28	1.00	337
memoir	0	3.76	1.36	0	25	1.00	9
memoire	0	3.79	1.53	3	27	0.89	2
memorabilia	0	4.15	1.38	0	27	1.00	25
memorable	0	1.79	1.08	0	29	1.00	115
memorably	0	1.86	1.08	1	29	0.97	0
memoranda	0	3.48	1.34	4	27	0.85	5
memorandum	0	3.48	1.78	1	24	0.96	27
memorial	0	3.68	1.28	0	28	1.00	360
memorialize	0	2.47	1.28	0	30	1.00	7
memorization	0	2.41	1.35	0	29	1.00	7
memorize	0	3.3	1.38	0	27	1.00	148
memorizer	0	2.81	1.3	2	28	0.93	0
memory	0	2.38	1.52	0	29	1.00	2477
men	0	4.75	0.7	0	28	1.00	19011
menace	0	2.3	1.02	0	30	1.00	190
menacing	0	2.19	1.14	0	27	1.00	28
menacingly	0	1.93	1.2	0	30	1.00	5
menagerie	0	3.12	1.42	3	29	0.90	17
mend	0	3.5	1.26	1	29	0.97	133
mendable	0	2.45	1.21	1	30	0.97	0
mender	0	3.56	1.36	4	29	0.86	1
mending	0	3.43	1.45	0	28	1.00	49
mends	0	3	1.26	2	23	0.91	6
menial	0	1.81	0.81	3	24	0.88	26
meningitis	0	4.11	1.31	0	28	1.00	36
menopausal	0	2.43	1.29	1	29	0.97	9
menopause	0	3.19	1.52	0	26	1.00	63
menstrual	0	3.27	1.39	0	30	1.00	27
menstruate	0	3.74	1.16	0	27	1.00	4
menstruation	0	4	1.28	0	28	1.00	14
menswear	0	4.48	1.06	0	29	1.00	8
mental	0	2.04	1.16	0	27	1.00	1002
mentalist	0	3.07	1.44	1	29	0.97	9
mentality	0	2	1.11	2	29	0.93	108
mentally	0	1.93	1.16	1	30	0.97	290
menthol	0	3.85	1.49	0	27	1.00	22
mention	0	2.69	1.26	0	29	1.00	3033
mentionable	0	2.08	1.25	3	27	0.89	0
mentor	0	3.7	1.18	0	30	1.00	178
mentorship	0	2.04	1.14	3	28	0.89	0
menu	0	4.67	0.96	0	27	1.00	508
meow	0	3.92	1.41	0	26	1.00	150
mercantile	0	2.93	1.49	1	29	0.97	12
mercenary	0	4.3	0.95	1	28	0.96	98
merchandise	0	4.52	0.85	0	27	1.00	245
merchandiser	0	3.97	1.16	0	30	1.00	4
merchant	0	4.31	1	0	29	1.00	146
merchantable	0	2.26	1.35	3	30	0.90	0
merchantman	0	4.19	1.39	1	28	0.96	2
merciful	0	1.63	1.04	0	27	1.00	178
mercifully	0	1.81	1.04	0	27	1.00	16
mercifulness	0	1.82	1.22	1	29	0.97	1
merciless	0	1.96	1.13	0	27	1.00	61
mercilessly	0	2.07	1.21	0	28	1.00	15
mercilessness	0	1.71	0.71	1	29	0.97	0
mercury	0	4.52	1.12	1	28	0.96	195
mercy	0	1.57	0.73	0	30	1.00	1291
mere	0	1.43	0.73	2	25	0.92	401
merely	0	1.42	0.64	0	26	1.00	795
merge	0	3.24	1.27	0	25	1.00	71
merger	0	2.34	1.37	0	29	1.00	202
meridian	0	3.21	1.68	1	30	0.97	18
merit	0	1.66	0.97	0	29	1.00	173
merited	0	2	1.02	3	31	0.90	5
meritless	0	1.93	0.96	1	28	0.96	0
merlot	0	4.52	0.79	3	26	0.88	0
mermaid	0	4.5	0.82	0	30	1.00	161
merrily	0	1.93	0.96	0	27	1.00	111
merriment	0	2.04	1.09	2	29	0.93	12
merriness	0	2.19	1.11	2	29	0.93	0
merry	0	2.41	1.27	0	29	1.00	1994
merrymaker	0	3.25	1.38	1	29	0.97	0
merrymaking	0	2.52	1.19	1	28	0.96	1
mesa	0	3.77	1.39	3	29	0.90	66
mesh	0	4.41	0.95	0	29	1.00	35
meshed	0	3.52	1.37	2	29	0.93	3
mesmeriser	0	2.85	1.46	3	29	0.90	0
mesmerism	0	2.27	1.15	4	30	0.87	4
mesmerize	0	2.11	1.13	0	28	1.00	1
mesquite	0	3.5	1.59	2	32	0.94	12
mess	0	3.9	1.32	0	29	1.00	3985
message	0	3.97	1.25	0	31	1.00	4667
messageboard	0	4.65	0.63	0	26	1.00	0
messaging	0	3.41	1.45	0	29	1.00	9
messenger	0	3.89	1.13	0	28	1.00	411
messiah	0	3.26	1.43	0	27	1.00	136
messily	0	2.85	1.43	3	29	0.90	1
messiness	0	2.83	1.39	0	29	1.00	1
messing	0	2.81	1.27	0	26	1.00	665
messy	0	3.59	1.42	0	27	1.00	350
met	0	2.58	1.41	0	24	1.00	9758
metabolic	0	2.44	1.31	0	27	1.00	40
metabolism	0	2.27	1.46	0	26	1.00	55
metabolite	0	2.52	1.5	4	27	0.85	3
metabolize	0	2.24	1.48	2	27	0.93	12
metacarpal	0	3.92	1.56	4	28	0.86	7
metal	0	4.87	0.35	0	30	1.00	992
metallic	0	4.03	1.02	0	29	1.00	67
metallically	0	2.85	1.43	1	27	0.96	0
metallization	0	2.92	1.44	4	28	0.86	0
metalloid	0	3.17	1.37	4	27	0.85	1
metalware	0	3.79	1.28	2	26	0.92	0
metalwork	0	4.46	1.07	0	28	1.00	2
metalworker	0	4.18	1.02	0	28	1.00	2
metalworking	0	3.97	1.18	0	29	1.00	2
metamorphic	0	2.62	1.42	1	27	0.96	3
metamorphism	0	2.24	1.13	2	27	0.93	0
metamorphoses	0	2.52	1.27	3	26	0.88	2
metamorphosis	0	3.11	1.58	0	27	1.00	28
metamorphous	0	2.33	1.27	3	30	0.90	0
metaphor	0	1.94	1.36	0	31	1.00	198
metaphoric	0	1.86	1.27	0	28	1.00	4
metaphorical	0	1.74	1.06	1	28	0.96	14
metaphorically	0	1.63	1.03	0	30	1.00	38
metaphysic	0	1.54	1.22	4	28	0.86	3
metaphysical	0	1.54	0.71	1	27	0.96	42
metaphysically	0	1.31	0.62	3	29	0.90	1
metaphysician	0	3.42	1.65	3	29	0.90	4
metaphysics	0	2	1.3	1	28	0.96	10
meteor	0	4.96	0.2	0	24	1.00	180
meteoric	0	2.41	1.19	3	30	0.90	9
meteorite	0	4.6	1.12	0	25	1.00	41
meteoroid	0	4.46	1.14	3	29	0.90	0
meteorological	0	2.62	1.42	2	28	0.93	14
meteorologically	0	2.17	1.34	1	30	0.97	0
meteorologist	0	4.56	0.8	0	27	1.00	11
meteorology	0	2.63	1.47	0	27	1.00	6
meter	0	4.7	0.72	0	27	1.00	317
metered	0	2.85	1.52	0	26	1.00	3
meth	0	4.63	0.97	2	29	0.93	120
methadone	0	4.24	1.27	4	29	0.86	37
methamphetamine	0	4.63	0.97	1	28	0.96	16
methane	0	4.32	1.06	0	28	1.00	58
methanol	0	3.54	1.28	4	28	0.86	12
method	0	2.41	1.43	0	29	1.00	402
methodic	0	2.15	1.16	1	27	0.96	0
methodical	0	1.93	1.05	1	29	0.97	26
methodically	0	2.04	1.11	2	28	0.93	14
methodological	0	2.33	1.24	1	28	0.96	1
methodologically	0	1.82	1.16	2	30	0.93	0
methodologist	0	3.25	1.48	1	29	0.97	0
methodology	0	1.76	0.74	0	29	1.00	33
meticulous	0	1.9	0.94	0	29	1.00	52
meticulously	0	1.75	1.08	0	28	1.00	19
meticulousness	0	1.79	1.03	2	30	0.93	0
metric	0	3.14	1.41	0	29	1.00	25
metrical	0	2.56	1.36	4	29	0.86	0
metrically	0	2.36	1.41	1	26	0.96	0
metrics	0	2.81	1.36	0	27	1.00	0
metro	0	3.48	1.45	1	28	0.96	231
metronome	0	4.27	1.31	2	28	0.93	10
metropolis	0	3.89	1.34	1	29	0.97	52
metropolitan	0	2.89	1.28	0	27	1.00	76
mettlesome	0	1.92	1.32	1	27	0.96	1
mice	0	4.84	0.62	0	25	1.00	335
micro	0	2.08	1.25	2	26	0.92	29
microanalysis	0	2.07	1.12	1	29	0.97	0
microbe	0	4.19	1.23	4	30	0.87	12
microbial	0	3.26	1.26	3	30	0.90	2
microbiologic	0	2.66	1.42	0	29	1.00	0
microbiological	0	3.04	1.43	2	27	0.93	1
microbiologically	0	2.45	1.43	0	29	1.00	0
microbiologist	0	4.28	1.19	0	29	1.00	1
microbiology	0	2.93	1.46	0	28	1.00	9
microbrew	0	4.12	1.01	2	27	0.93	0
microcellular	0	2.71	1.6	3	27	0.89	1
microchemistry	0	3.15	1.61	2	29	0.93	2
microchip	0	4.75	0.8	1	29	0.97	74
microclimatology	0	2.79	1.55	1	29	0.97	0
microcomputer	0	4.55	0.91	0	29	1.00	8
microcontroller	0	3.35	1.32	2	28	0.93	0
microcosmic	0	2.27	1.28	2	28	0.93	0
microcrystal	0	3.74	1.48	3	30	0.90	0
microeconomic	0	2.03	1.24	0	29	1.00	4
microeconomics	0	2	1.44	1	30	0.97	2
microelectronic	0	3.14	1.51	1	29	0.97	2
microelectronics	0	3.63	1.31	2	29	0.93	1
microevolution	0	2.31	1.38	3	29	0.90	0
microfiber	0	4.48	0.85	1	28	0.96	0
microfilm	0	4.37	1.08	1	28	0.96	67
microfossil	0	4.33	1.04	3	30	0.90	0
microgram	0	3.25	1.51	3	27	0.89	1
micrographic	0	2.72	1.4	4	29	0.86	0
microhabitat	0	3.35	1.35	2	28	0.93	0
micromanage	0	2.08	1.13	1	27	0.96	11
micromanipulation	0	2.59	1.53	3	30	0.90	0
micromechanics	0	2.92	1.16	4	30	0.87	0
micrometer	0	4.26	1.2	1	28	0.96	2
micron	0	3.25	1.59	4	28	0.86	3
micronutrient	0	3.04	1.46	1	26	0.96	0
microorganism	0	3.7	1.3	1	28	0.96	7
micropaleontology	0	2.88	1.36	3	27	0.89	0
micropayment	0	2.8	1.29	4	29	0.86	0
microphone	0	4.88	0.6	0	25	1.00	232
microphysics	0	2.67	1.64	2	29	0.93	0
microprobe	0	3.58	1.59	4	28	0.86	1
microprocessor	0	4.18	1.42	0	28	1.00	19
microscope	0	5	0	0	28	1.00	129
microscopic	0	3.46	1.5	0	28	1.00	58
microscopically	0	2.5	1.36	2	28	0.93	4
microscopy	0	2.27	1.59	3	29	0.90	5
microsecond	0	2.9	1.63	0	29	1.00	5
microspore	0	3.3	1.49	2	29	0.93	0
microstructure	0	2.83	1.79	3	27	0.89	0
microsurgery	0	3.76	1.3	4	29	0.86	0
microtubule	0	3.85	1.41	3	29	0.90	0
microvolt	0	3.12	1.36	4	29	0.86	0
microwatt	0	3.09	1.56	4	27	0.85	0
microwavable	0	3.03	1.43	0	30	1.00	4
microwave	0	4.34	1.2	0	29	1.00	199
mid	0	2.69	1.34	1	30	0.97	64
midair	0	3.32	1.49	2	27	0.93	35
midbrain	0	3.23	1.56	4	30	0.87	3
midcourse	0	2.48	1.45	3	28	0.89	1
midday	0	3.72	1.34	0	25	1.00	42
middle	0	3.69	1.37	0	29	1.00	4549
middlebrow	0	3.69	1.59	4	30	0.87	2
middleclass	0	2.32	1.22	1	26	0.96	1
middleman	0	2.79	1.57	0	29	1.00	41
middleweight	0	3.07	1.3	0	28	1.00	43
midevening	0	3.28	1.41	0	29	1.00	0
midfield	0	4.57	0.68	0	30	1.00	14
midfielder	0	4.08	1.32	3	29	0.90	1
midget	0	4.4	1.16	0	30	1.00	235
midland	0	3.36	1.39	2	30	0.93	33
midlife	0	3.07	1.16	0	29	1.00	35
midline	0	3.42	1.17	2	28	0.93	29
midmonth	0	3.15	1.35	4	30	0.87	0
midmorning	0	3.5	1.26	1	29	0.97	4
midnight	0	3.14	1.58	0	28	1.00	1447
midpoint	0	3	1.55	1	27	0.96	2
midrange	0	2.46	1.26	1	29	0.97	8
midriff	0	4.23	1.18	1	27	0.96	9
midseason	0	2.52	1.38	0	29	1.00	3
midsection	0	4.1	1.11	0	29	1.00	19
midsentence	0	3.17	1.28	1	30	0.97	0
midshipman	0	4.54	0.88	3	27	0.89	37
midsize	0	3.39	1.52	1	29	0.97	10
midst	0	2.33	1.24	0	27	1.00	175
midstream	0	2.96	1.56	0	26	1.00	2
midsummer	0	3.36	1.52	0	28	1.00	30
midterm	0	4.11	1.1	0	28	1.00	101
midtown	0	3.46	1.42	1	27	0.96	75
midway	0	3.2	1.29	0	25	1.00	113
midweek	0	2.19	1.18	0	27	1.00	6
midweekly	0	3.14	1.33	0	28	1.00	0
midwife	0	4.56	0.89	0	27	1.00	29
midwifery	0	2.96	1.33	4	28	0.86	0
